## Data from seed predation experiment of
## Duncan, R. S. & Duncan, V. E. (2000) 
## Forest Succession and Distance from Forest Edge in an Afro-Tropical Grassland 
## Biotropica, 32:33--41
## At each station, 5 seeds of one of 8 species were placed
## Approximately once per week for 8 months, the number of seeds remaining were observed.
## Each station was located in an abandoned agricultural field 
## at one of two distances from the forest edge: (10m and 25m)
##    'seeds' records the number of seeds present
##    'available' equals 'seeds' at the previous timepoint
##    'taken' is the number of seeds presumably devoured by seed predators
##    'tcum' is the time (in da) since the beginning of the experiment
##    'tint' is the duration of the interval since the last observation
"station" "dist" "species" "date" "seeds" "tcum" "tint" "taken" "available"
"84" "25" "dio" 1999-08-29 0 159 8 0 0
"84" "25" "dio" 1999-09-04 0 165 6 0 0
"84" "25" "dio" 1999-09-14 0 175 10 0 0
"84" "25" "dio" 1999-09-18 0 179 4 0 0
"84" "25" "dio" 1999-09-27 0 188 9 0 0
"84" "25" "dio" 1999-10-02 0 193 5 0 0
"84" "25" "dio" 1999-10-10 0 201 8 0 0
"84" "25" "dio" 1999-10-18 0 209 8 0 0
"84" "25" "dio" 1999-10-25 0 216 7 0 0
"84" "25" "dio" 1999-10-30 0 221 5 0 0
"84" "25" "dio" 1999-11-06 0 228 7 0 0
"84" "25" "dio" 1999-11-13 0 235 7 0 0
"84" "25" "dio" 1999-11-20 0 242 7 0 0
"84" "25" "dio" 1999-11-27 0 249 7 0 0
"85" "25" "cor" 1999-03-23 5 0 NA NA NA
"85" "25" "cor" 1999-03-27 4 4 4 1 5
"85" "25" "cor" 1999-04-03 4 11 7 0 4
"85" "25" "cor" 1999-04-10 4 18 7 0 4
"85" "25" "cor" 1999-04-17 4 25 7 0 4
"85" "25" "cor" 1999-04-24 4 32 7 0 4
"85" "25" "cor" 1999-05-02 4 40 8 0 4
"85" "25" "cor" 1999-05-09 4 47 7 0 4
"85" "25" "cor" 1999-05-16 4 54 7 0 4
"85" "25" "cor" 1999-05-23 4 61 7 0 4
"85" "25" "cor" 1999-05-30 4 68 7 0 4
"85" "25" "cor" 1999-06-06 4 75 7 0 4
"85" "25" "cor" 1999-06-12 4 81 6 0 4
"85" "25" "cor" 1999-06-19 4 88 7 0 4
"85" "25" "cor" 1999-06-26 4 95 7 0 4
"85" "25" "cor" 1999-07-04 4 103 8 0 4
"85" "25" "cor" 1999-07-10 4 109 6 0 4
"85" "25" "cor" 1999-07-17 4 116 7 0 4
"85" "25" "cor" 1999-07-24 4 123 7 0 4
"85" "25" "cor" 1999-07-31 4 130 7 0 4
"85" "25" "cor" 1999-08-07 4 137 7 0 4
"85" "25" "cor" 1999-08-14 4 144 7 0 4
"85" "25" "cor" 1999-08-21 4 151 7 0 4
"85" "25" "cor" 1999-08-29 4 159 8 0 4
"85" "25" "cor" 1999-09-04 4 165 6 0 4
"85" "25" "cor" 1999-09-14 4 175 10 0 4
"85" "25" "cor" 1999-09-18 4 179 4 0 4
"85" "25" "cor" 1999-09-27 4 188 9 0 4
"85" "25" "cor" 1999-10-02 4 193 5 0 4
"85" "25" "cor" 1999-10-10 4 201 8 0 4
"85" "25" "cor" 1999-10-18 4 209 8 0 4
"85" "25" "cor" 1999-10-25 4 216 7 0 4
"85" "25" "cor" 1999-10-30 4 221 5 0 4
"85" "25" "cor" 1999-11-06 4 228 7 0 4
"85" "25" "cor" 1999-11-13 4 235 7 0 4
"85" "25" "cor" 1999-11-20 4 242 7 0 4
"85" "25" "cor" 1999-11-27 4 249 7 0 4
"86" "25" "abz" 1999-03-23 5 0 NA NA NA
"86" "25" "abz" 1999-03-27 5 4 4 0 5
"86" "25" "abz" 1999-04-03 0 11 7 5 5
"86" "25" "abz" 1999-04-10 0 18 7 0 0
"86" "25" "abz" 1999-04-17 0 25 7 0 0
"86" "25" "abz" 1999-04-24 0 32 7 0 0
"86" "25" "abz" 1999-05-02 0 40 8 0 0
"86" "25" "abz" 1999-05-09 0 47 7 0 0
"86" "25" "abz" 1999-05-16 0 54 7 0 0
"86" "25" "abz" 1999-05-23 0 61 7 0 0
"86" "25" "abz" 1999-05-30 0 68 7 0 0
"86" "25" "abz" 1999-06-06 0 75 7 0 0
"86" "25" "abz" 1999-06-12 0 81 6 0 0
"86" "25" "abz" 1999-06-19 0 88 7 0 0
"86" "25" "abz" 1999-06-26 0 95 7 0 0
"86" "25" "abz" 1999-07-04 0 103 8 0 0
"86" "25" "abz" 1999-07-10 0 109 6 0 0
"86" "25" "abz" 1999-07-17 0 116 7 0 0
"86" "25" "abz" 1999-07-24 0 123 7 0 0
"86" "25" "abz" 1999-07-31 0 130 7 0 0
"86" "25" "abz" 1999-08-07 0 137 7 0 0
"86" "25" "abz" 1999-08-14 0 144 7 0 0
"86" "25" "abz" 1999-08-21 0 151 7 0 0
"86" "25" "abz" 1999-08-29 0 159 8 0 0
"86" "25" "abz" 1999-09-04 0 165 6 0 0
"86" "25" "abz" 1999-09-14 0 175 10 0 0
"86" "25" "abz" 1999-09-18 0 179 4 0 0
"86" "25" "abz" 1999-09-27 0 188 9 0 0
"86" "25" "abz" 1999-10-02 0 193 5 0 0
"86" "25" "abz" 1999-10-10 0 201 8 0 0
"86" "25" "abz" 1999-10-18 0 209 8 0 0
"86" "25" "abz" 1999-10-25 0 216 7 0 0
"86" "25" "abz" 1999-10-30 0 221 5 0 0
"86" "25" "abz" 1999-11-06 0 228 7 0 0
"86" "25" "abz" 1999-11-13 0 235 7 0 0
"86" "25" "abz" 1999-11-20 0 242 7 0 0
"86" "25" "abz" 1999-11-27 0 249 7 0 0
"87" "25" "cd" 1999-03-23 0 0 NA NA NA
"87" "25" "cd" 1999-03-27 0 4 4 0 0
"87" "25" "cd" 1999-04-03 0 11 7 0 0
"87" "25" "cd" 1999-04-10 0 18 7 0 0
"87" "25" "cd" 1999-04-17 0 25 7 0 0
"87" "25" "cd" 1999-04-24 0 32 7 0 0
"87" "25" "cd" 1999-05-02 0 40 8 0 0
"87" "25" "cd" 1999-05-09 0 47 7 0 0
"87" "25" "cd" 1999-05-16 0 54 7 0 0
"87" "25" "cd" 1999-05-23 0 61 7 0 0
"87" "25" "cd" 1999-05-30 0 68 7 0 0
"87" "25" "cd" 1999-06-06 0 75 7 0 0
"87" "25" "cd" 1999-06-12 0 81 6 0 0
"87" "25" "cd" 1999-06-19 0 88 7 0 0
"87" "25" "cd" 1999-06-26 0 95 7 0 0
"87" "25" "cd" 1999-07-04 0 103 8 0 0
"87" "25" "cd" 1999-07-10 0 109 6 0 0
"87" "25" "cd" 1999-07-17 0 116 7 0 0
"87" "25" "cd" 1999-07-24 0 123 7 0 0
"87" "25" "cd" 1999-07-31 0 130 7 0 0
"87" "25" "cd" 1999-08-07 0 137 7 0 0
"87" "25" "cd" 1999-08-14 0 144 7 0 0
"87" "25" "cd" 1999-08-21 0 151 7 0 0
"87" "25" "cd" 1999-08-29 0 159 8 0 0
"87" "25" "cd" 1999-09-04 0 165 6 0 0
"87" "25" "cd" 1999-09-14 0 175 10 0 0
"87" "25" "cd" 1999-09-18 0 179 4 0 0
"87" "25" "cd" 1999-09-27 0 188 9 0 0
"87" "25" "cd" 1999-10-02 0 193 5 0 0
"87" "25" "cd" 1999-10-10 0 201 8 0 0
"87" "25" "cd" 1999-10-18 0 209 8 0 0
"87" "25" "cd" 1999-10-25 0 216 7 0 0
"87" "25" "cd" 1999-10-30 0 221 5 0 0
"87" "25" "cd" 1999-11-06 0 228 7 0 0
"87" "25" "cd" 1999-11-13 0 235 7 0 0
"87" "25" "cd" 1999-11-20 0 242 7 0 0
"87" "25" "cd" 1999-11-27 0 249 7 0 0
"88" "25" "mmu" 1999-03-23 5 0 NA NA NA
"88" "25" "mmu" 1999-03-27 5 4 4 0 5
"88" "25" "mmu" 1999-04-03 0 11 7 5 5
"88" "25" "mmu" 1999-04-10 0 18 7 0 0
"88" "25" "mmu" 1999-04-17 0 25 7 0 0
"88" "25" "mmu" 1999-04-24 0 32 7 0 0
"88" "25" "mmu" 1999-05-02 0 40 8 0 0
"88" "25" "mmu" 1999-05-09 0 47 7 0 0
"88" "25" "mmu" 1999-05-16 0 54 7 0 0
"88" "25" "mmu" 1999-05-23 0 61 7 0 0
"88" "25" "mmu" 1999-05-30 0 68 7 0 0
"88" "25" "mmu" 1999-06-06 0 75 7 0 0
"88" "25" "mmu" 1999-06-12 0 81 6 0 0
"88" "25" "mmu" 1999-06-19 0 88 7 0 0
"88" "25" "mmu" 1999-06-26 0 95 7 0 0
"88" "25" "mmu" 1999-07-04 0 103 8 0 0
"88" "25" "mmu" 1999-07-10 0 109 6 0 0
"88" "25" "mmu" 1999-07-17 0 116 7 0 0
"88" "25" "mmu" 1999-07-24 0 123 7 0 0
"88" "25" "mmu" 1999-07-31 0 130 7 0 0
"88" "25" "mmu" 1999-08-07 0 137 7 0 0
"88" "25" "mmu" 1999-08-14 0 144 7 0 0
"88" "25" "mmu" 1999-08-21 0 151 7 0 0
"88" "25" "mmu" 1999-08-29 0 159 8 0 0
"88" "25" "mmu" 1999-09-04 0 165 6 0 0
"88" "25" "mmu" 1999-09-14 0 175 10 0 0
"88" "25" "mmu" 1999-09-18 0 179 4 0 0
"88" "25" "mmu" 1999-09-27 0 188 9 0 0
"88" "25" "mmu" 1999-10-02 0 193 5 0 0
"88" "25" "mmu" 1999-10-10 0 201 8 0 0
"88" "25" "mmu" 1999-10-18 0 209 8 0 0
"88" "25" "mmu" 1999-10-25 0 216 7 0 0
"88" "25" "mmu" 1999-10-30 0 221 5 0 0
"88" "25" "mmu" 1999-11-06 0 228 7 0 0
"88" "25" "mmu" 1999-11-13 0 235 7 0 0
"88" "25" "mmu" 1999-11-20 0 242 7 0 0
"88" "25" "mmu" 1999-11-27 0 249 7 0 0
"89" "25" "psd" 1999-03-23 5 0 NA NA NA
"89" "25" "psd" 1999-03-27 5 4 4 0 5
"89" "25" "psd" 1999-04-03 0 11 7 5 5
"89" "25" "psd" 1999-04-10 0 18 7 0 0
"89" "25" "psd" 1999-04-17 0 25 7 0 0
"89" "25" "psd" 1999-04-24 0 32 7 0 0
"89" "25" "psd" 1999-05-02 0 40 8 0 0
"89" "25" "psd" 1999-05-09 0 47 7 0 0
"89" "25" "psd" 1999-05-16 0 54 7 0 0
"89" "25" "psd" 1999-05-23 0 61 7 0 0
"89" "25" "psd" 1999-05-30 0 68 7 0 0
"89" "25" "psd" 1999-06-06 0 75 7 0 0
"89" "25" "psd" 1999-06-12 0 81 6 0 0
"89" "25" "psd" 1999-06-19 0 88 7 0 0
"89" "25" "psd" 1999-06-26 0 95 7 0 0
"89" "25" "psd" 1999-07-04 0 103 8 0 0
"89" "25" "psd" 1999-07-10 0 109 6 0 0
"89" "25" "psd" 1999-07-17 0 116 7 0 0
"89" "25" "psd" 1999-07-24 0 123 7 0 0
"89" "25" "psd" 1999-07-31 0 130 7 0 0
"89" "25" "psd" 1999-08-07 0 137 7 0 0
"89" "25" "psd" 1999-08-14 0 144 7 0 0
"89" "25" "psd" 1999-08-21 0 151 7 0 0
"89" "25" "psd" 1999-08-29 0 159 8 0 0
"89" "25" "psd" 1999-09-04 0 165 6 0 0
"89" "25" "psd" 1999-09-14 0 175 10 0 0
"89" "25" "psd" 1999-09-18 0 179 4 0 0
"89" "25" "psd" 1999-09-27 0 188 9 0 0
"89" "25" "psd" 1999-10-02 0 193 5 0 0
"89" "25" "psd" 1999-10-10 0 201 8 0 0
"89" "25" "psd" 1999-10-18 0 209 8 0 0
"89" "25" "psd" 1999-10-25 0 216 7 0 0
"89" "25" "psd" 1999-10-30 0 221 5 0 0
"89" "25" "psd" 1999-11-06 0 228 7 0 0
"89" "25" "psd" 1999-11-13 0 235 7 0 0
"89" "25" "psd" 1999-11-20 0 242 7 0 0
"89" "25" "psd" 1999-11-27 0 249 7 0 0
"90" "25" "uva" 1999-03-23 5 0 NA NA NA
"90" "25" "uva" 1999-03-27 4 4 4 1 5
"90" "25" "uva" 1999-04-03 0 11 7 4 4
"90" "25" "uva" 1999-04-10 0 18 7 0 0
"90" "25" "uva" 1999-04-17 0 25 7 0 0
"90" "25" "uva" 1999-04-24 0 32 7 0 0
"90" "25" "uva" 1999-05-02 0 40 8 0 0
"90" "25" "uva" 1999-05-09 0 47 7 0 0
"90" "25" "uva" 1999-05-16 0 54 7 0 0
"90" "25" "uva" 1999-05-23 0 61 7 0 0
"90" "25" "uva" 1999-05-30 0 68 7 0 0
"90" "25" "uva" 1999-06-06 0 75 7 0 0
"90" "25" "uva" 1999-06-12 0 81 6 0 0
"90" "25" "uva" 1999-06-19 0 88 7 0 0
"90" "25" "uva" 1999-06-26 0 95 7 0 0
"90" "25" "uva" 1999-07-04 0 103 8 0 0
"90" "25" "uva" 1999-07-10 0 109 6 0 0
"90" "25" "uva" 1999-07-17 0 116 7 0 0
"90" "25" "uva" 1999-07-24 0 123 7 0 0
"90" "25" "uva" 1999-07-31 0 130 7 0 0
"90" "25" "uva" 1999-08-07 0 137 7 0 0
"90" "25" "uva" 1999-08-14 0 144 7 0 0
"90" "25" "uva" 1999-08-21 0 151 7 0 0
"90" "25" "uva" 1999-08-29 0 159 8 0 0
"90" "25" "uva" 1999-09-04 0 165 6 0 0
"90" "25" "uva" 1999-09-14 0 175 10 0 0
"90" "25" "uva" 1999-09-18 0 179 4 0 0
"90" "25" "uva" 1999-09-27 0 188 9 0 0
"90" "25" "uva" 1999-10-02 0 193 5 0 0
"90" "25" "uva" 1999-10-10 0 201 8 0 0
"90" "25" "uva" 1999-10-18 0 209 8 0 0
"90" "25" "uva" 1999-10-25 0 216 7 0 0
"90" "25" "uva" 1999-10-30 0 221 5 0 0
"90" "25" "uva" 1999-11-06 0 228 7 0 0
"90" "25" "uva" 1999-11-13 0 235 7 0 0
"90" "25" "uva" 1999-11-20 0 242 7 0 0
"90" "25" "uva" 1999-11-27 0 249 7 0 0
"91" "25" "pol" 1999-03-23 5 0 NA NA NA
"91" "25" "pol" 1999-03-27 5 4 4 0 5
"91" "25" "pol" 1999-04-03 0 11 7 5 5
"91" "25" "pol" 1999-04-10 0 18 7 0 0
"91" "25" "pol" 1999-04-17 0 25 7 0 0
"91" "25" "pol" 1999-04-24 0 32 7 0 0
"91" "25" "pol" 1999-05-02 0 40 8 0 0
"91" "25" "pol" 1999-05-09 0 47 7 0 0
"91" "25" "pol" 1999-05-16 0 54 7 0 0
"91" "25" "pol" 1999-05-23 0 61 7 0 0
"91" "25" "pol" 1999-05-30 0 68 7 0 0
"91" "25" "pol" 1999-06-06 0 75 7 0 0
"91" "25" "pol" 1999-06-12 0 81 6 0 0
"91" "25" "pol" 1999-06-19 0 88 7 0 0
"91" "25" "pol" 1999-06-26 0 95 7 0 0
"91" "25" "pol" 1999-07-04 0 103 8 0 0
"91" "25" "pol" 1999-07-10 0 109 6 0 0
"91" "25" "pol" 1999-07-17 0 116 7 0 0
"91" "25" "pol" 1999-07-24 0 123 7 0 0
"91" "25" "pol" 1999-07-31 0 130 7 0 0
"91" "25" "pol" 1999-08-07 0 137 7 0 0
"91" "25" "pol" 1999-08-14 0 144 7 0 0
"91" "25" "pol" 1999-08-21 0 151 7 0 0
"91" "25" "pol" 1999-08-29 0 159 8 0 0
"91" "25" "pol" 1999-09-04 0 165 6 0 0
"91" "25" "pol" 1999-09-14 0 175 10 0 0
"91" "25" "pol" 1999-09-18 0 179 4 0 0
"91" "25" "pol" 1999-09-27 0 188 9 0 0
"91" "25" "pol" 1999-10-02 0 193 5 0 0
"91" "25" "pol" 1999-10-10 0 201 8 0 0
"91" "25" "pol" 1999-10-18 0 209 8 0 0
"91" "25" "pol" 1999-10-25 0 216 7 0 0
"91" "25" "pol" 1999-10-30 0 221 5 0 0
"91" "25" "pol" 1999-11-06 0 228 7 0 0
"91" "25" "pol" 1999-11-13 0 235 7 0 0
"91" "25" "pol" 1999-11-20 0 242 7 0 0
"91" "25" "pol" 1999-11-27 0 249 7 0 0
"92" "25" "dio" 1999-03-23 5 0 NA NA NA
"92" "25" "dio" 1999-03-27 5 4 4 0 5
"92" "25" "dio" 1999-04-03 4 11 7 1 5
"92" "25" "dio" 1999-04-10 1 18 7 3 4
"92" "25" "dio" 1999-04-17 0 25 7 1 1
"92" "25" "dio" 1999-04-24 0 32 7 0 0
"92" "25" "dio" 1999-05-02 0 40 8 0 0
"92" "25" "dio" 1999-05-09 0 47 7 0 0
"92" "25" "dio" 1999-05-16 0 54 7 0 0
"92" "25" "dio" 1999-05-23 0 61 7 0 0
"92" "25" "dio" 1999-05-30 0 68 7 0 0
"92" "25" "dio" 1999-06-06 0 75 7 0 0
"92" "25" "dio" 1999-06-12 0 81 6 0 0
"92" "25" "dio" 1999-06-19 0 88 7 0 0
"92" "25" "dio" 1999-06-26 0 95 7 0 0
"92" "25" "dio" 1999-07-04 0 103 8 0 0
"92" "25" "dio" 1999-07-10 0 109 6 0 0
"92" "25" "dio" 1999-07-17 0 116 7 0 0
"92" "25" "dio" 1999-07-24 0 123 7 0 0
"92" "25" "dio" 1999-07-31 0 130 7 0 0
"92" "25" "dio" 1999-08-07 0 137 7 0 0
"92" "25" "dio" 1999-08-14 0 144 7 0 0
"92" "25" "dio" 1999-08-21 0 151 7 0 0
"92" "25" "dio" 1999-08-29 0 159 8 0 0
"92" "25" "dio" 1999-09-04 0 165 6 0 0
"92" "25" "dio" 1999-09-14 0 175 10 0 0
"92" "25" "dio" 1999-09-18 0 179 4 0 0
"92" "25" "dio" 1999-09-27 0 188 9 0 0
"92" "25" "dio" 1999-10-02 0 193 5 0 0
"92" "25" "dio" 1999-10-10 0 201 8 0 0
"92" "25" "dio" 1999-10-18 0 209 8 0 0
"92" "25" "dio" 1999-10-25 0 216 7 0 0
"92" "25" "dio" 1999-10-30 0 221 5 0 0
"92" "25" "dio" 1999-11-06 0 228 7 0 0
"92" "25" "dio" 1999-11-13 0 235 7 0 0
"92" "25" "dio" 1999-11-20 0 242 7 0 0
"92" "25" "dio" 1999-11-27 0 249 7 0 0
"93" "25" "cor" 1999-03-23 5 0 NA NA NA
"93" "25" "cor" 1999-03-27 3 4 4 2 5
"93" "25" "cor" 1999-04-03 0 11 7 3 3
"93" "25" "cor" 1999-04-10 0 18 7 0 0
"93" "25" "cor" 1999-04-17 0 25 7 0 0
"93" "25" "cor" 1999-04-24 0 32 7 0 0
"93" "25" "cor" 1999-05-02 0 40 8 0 0
"93" "25" "cor" 1999-05-09 0 47 7 0 0
"93" "25" "cor" 1999-05-16 0 54 7 0 0
"93" "25" "cor" 1999-05-23 0 61 7 0 0
"93" "25" "cor" 1999-05-30 0 68 7 0 0
"93" "25" "cor" 1999-06-06 0 75 7 0 0
"93" "25" "cor" 1999-06-12 0 81 6 0 0
"93" "25" "cor" 1999-06-19 0 88 7 0 0
"93" "25" "cor" 1999-06-26 0 95 7 0 0
"93" "25" "cor" 1999-07-04 0 103 8 0 0
"93" "25" "cor" 1999-07-10 0 109 6 0 0
"93" "25" "cor" 1999-07-17 0 116 7 0 0
"93" "25" "cor" 1999-07-24 0 123 7 0 0
"93" "25" "cor" 1999-07-31 0 130 7 0 0
"93" "25" "cor" 1999-08-07 0 137 7 0 0
"93" "25" "cor" 1999-08-14 0 144 7 0 0
"93" "25" "cor" 1999-08-21 0 151 7 0 0
"93" "25" "cor" 1999-08-29 0 159 8 0 0
"93" "25" "cor" 1999-09-04 0 165 6 0 0
"93" "25" "cor" 1999-09-14 0 175 10 0 0
"93" "25" "cor" 1999-09-18 0 179 4 0 0
"93" "25" "cor" 1999-09-27 0 188 9 0 0
"93" "25" "cor" 1999-10-02 0 193 5 0 0
"93" "25" "cor" 1999-10-10 0 201 8 0 0
"93" "25" "cor" 1999-10-18 0 209 8 0 0
"93" "25" "cor" 1999-10-25 0 216 7 0 0
"93" "25" "cor" 1999-10-30 0 221 5 0 0
"93" "25" "cor" 1999-11-06 0 228 7 0 0
"93" "25" "cor" 1999-11-13 0 235 7 0 0
"93" "25" "cor" 1999-11-20 0 242 7 0 0
"93" "25" "cor" 1999-11-27 0 249 7 0 0
"94" "25" "abz" 1999-03-23 2 0 NA NA NA
"94" "25" "abz" 1999-03-27 0 4 4 2 2
"94" "25" "abz" 1999-04-03 0 11 7 0 0
"94" "25" "abz" 1999-04-10 0 18 7 0 0
"94" "25" "abz" 1999-04-17 0 25 7 0 0
"94" "25" "abz" 1999-04-24 0 32 7 0 0
"94" "25" "abz" 1999-05-02 0 40 8 0 0
"94" "25" "abz" 1999-05-09 0 47 7 0 0
"94" "25" "abz" 1999-05-16 0 54 7 0 0
"94" "25" "abz" 1999-05-23 0 61 7 0 0
"94" "25" "abz" 1999-05-30 0 68 7 0 0
"94" "25" "abz" 1999-06-06 0 75 7 0 0
"94" "25" "abz" 1999-06-12 0 81 6 0 0
"94" "25" "abz" 1999-06-19 0 88 7 0 0
"94" "25" "abz" 1999-06-26 0 95 7 0 0
"94" "25" "abz" 1999-07-04 0 103 8 0 0
"94" "25" "abz" 1999-07-10 0 109 6 0 0
"94" "25" "abz" 1999-07-17 0 116 7 0 0
"94" "25" "abz" 1999-07-24 0 123 7 0 0
"94" "25" "abz" 1999-07-31 0 130 7 0 0
"94" "25" "abz" 1999-08-07 0 137 7 0 0
"94" "25" "abz" 1999-08-14 0 144 7 0 0
"94" "25" "abz" 1999-08-21 0 151 7 0 0
"94" "25" "abz" 1999-08-29 0 159 8 0 0
"94" "25" "abz" 1999-09-04 0 165 6 0 0
"94" "25" "abz" 1999-09-14 0 175 10 0 0
"94" "25" "abz" 1999-09-18 0 179 4 0 0
"94" "25" "abz" 1999-09-27 0 188 9 0 0
"94" "25" "abz" 1999-10-02 0 193 5 0 0
"94" "25" "abz" 1999-10-10 0 201 8 0 0
"94" "25" "abz" 1999-10-18 0 209 8 0 0
"94" "25" "abz" 1999-10-25 0 216 7 0 0
"94" "25" "abz" 1999-10-30 0 221 5 0 0
"94" "25" "abz" 1999-11-06 0 228 7 0 0
"94" "25" "abz" 1999-11-13 0 235 7 0 0
"94" "25" "abz" 1999-11-20 0 242 7 0 0
"94" "25" "abz" 1999-11-27 0 249 7 0 0
"95" "25" "cd" 1999-03-23 5 0 NA NA NA
"95" "25" "cd" 1999-03-27 4 4 4 1 5
"95" "25" "cd" 1999-04-03 0 11 7 4 4
"95" "25" "cd" 1999-04-10 0 18 7 0 0
"95" "25" "cd" 1999-04-17 0 25 7 0 0
"95" "25" "cd" 1999-04-24 0 32 7 0 0
"95" "25" "cd" 1999-05-02 0 40 8 0 0
"95" "25" "cd" 1999-05-09 0 47 7 0 0
"95" "25" "cd" 1999-05-16 0 54 7 0 0
"95" "25" "cd" 1999-05-23 0 61 7 0 0
"95" "25" "cd" 1999-05-30 0 68 7 0 0
"95" "25" "cd" 1999-06-06 0 75 7 0 0
"95" "25" "cd" 1999-06-12 0 81 6 0 0
"95" "25" "cd" 1999-06-19 0 88 7 0 0
"95" "25" "cd" 1999-06-26 0 95 7 0 0
"95" "25" "cd" 1999-07-04 0 103 8 0 0
"95" "25" "cd" 1999-07-10 0 109 6 0 0
"95" "25" "cd" 1999-07-17 0 116 7 0 0
"95" "25" "cd" 1999-07-24 0 123 7 0 0
"95" "25" "cd" 1999-07-31 0 130 7 0 0
"95" "25" "cd" 1999-08-07 0 137 7 0 0
"95" "25" "cd" 1999-08-14 0 144 7 0 0
"95" "25" "cd" 1999-08-21 0 151 7 0 0
"95" "25" "cd" 1999-08-29 0 159 8 0 0
"95" "25" "cd" 1999-09-04 0 165 6 0 0
"95" "25" "cd" 1999-09-14 0 175 10 0 0
"95" "25" "cd" 1999-09-18 0 179 4 0 0
"95" "25" "cd" 1999-09-27 0 188 9 0 0
"95" "25" "cd" 1999-10-02 0 193 5 0 0
"95" "25" "cd" 1999-10-10 0 201 8 0 0
"95" "25" "cd" 1999-10-18 0 209 8 0 0
"95" "25" "cd" 1999-10-25 0 216 7 0 0
"95" "25" "cd" 1999-10-30 0 221 5 0 0
"95" "25" "cd" 1999-11-06 0 228 7 0 0
"95" "25" "cd" 1999-11-13 0 235 7 0 0
"95" "25" "cd" 1999-11-20 0 242 7 0 0
"95" "25" "cd" 1999-11-27 0 249 7 0 0
"96" "25" "mmu" 1999-03-23 5 0 NA NA NA
"96" "25" "mmu" 1999-03-27 5 4 4 0 5
"96" "25" "mmu" 1999-04-03 5 11 7 0 5
"96" "25" "mmu" 1999-04-10 0 18 7 5 5
"96" "25" "mmu" 1999-04-17 0 25 7 0 0
"96" "25" "mmu" 1999-04-24 0 32 7 0 0
"96" "25" "mmu" 1999-05-02 0 40 8 0 0
"96" "25" "mmu" 1999-05-09 0 47 7 0 0
"96" "25" "mmu" 1999-05-16 0 54 7 0 0
"96" "25" "mmu" 1999-05-23 0 61 7 0 0
"96" "25" "mmu" 1999-05-30 0 68 7 0 0
"96" "25" "mmu" 1999-06-06 0 75 7 0 0
"96" "25" "mmu" 1999-06-12 0 81 6 0 0
"96" "25" "mmu" 1999-06-19 0 88 7 0 0
"96" "25" "mmu" 1999-06-26 0 95 7 0 0
"96" "25" "mmu" 1999-07-04 0 103 8 0 0
"96" "25" "mmu" 1999-07-10 0 109 6 0 0
"96" "25" "mmu" 1999-07-17 0 116 7 0 0
"96" "25" "mmu" 1999-07-24 0 123 7 0 0
"96" "25" "mmu" 1999-07-31 0 130 7 0 0
"96" "25" "mmu" 1999-08-07 0 137 7 0 0
"96" "25" "mmu" 1999-08-14 0 144 7 0 0
"96" "25" "mmu" 1999-08-21 0 151 7 0 0
"96" "25" "mmu" 1999-08-29 0 159 8 0 0
"96" "25" "mmu" 1999-09-04 0 165 6 0 0
"96" "25" "mmu" 1999-09-14 0 175 10 0 0
"96" "25" "mmu" 1999-09-18 0 179 4 0 0
"96" "25" "mmu" 1999-09-27 0 188 9 0 0
"96" "25" "mmu" 1999-10-02 0 193 5 0 0
"96" "25" "mmu" 1999-10-10 0 201 8 0 0
"96" "25" "mmu" 1999-10-18 0 209 8 0 0
"96" "25" "mmu" 1999-10-25 0 216 7 0 0
"96" "25" "mmu" 1999-10-30 0 221 5 0 0
"96" "25" "mmu" 1999-11-06 0 228 7 0 0
"96" "25" "mmu" 1999-11-13 0 235 7 0 0
"96" "25" "mmu" 1999-11-20 0 242 7 0 0
"96" "25" "mmu" 1999-11-27 0 249 7 0 0
"97" "25" "psd" 1999-03-23 5 0 NA NA NA
"97" "25" "psd" 1999-03-27 3 4 4 2 5
"97" "25" "psd" 1999-04-03 3 11 7 0 3
"97" "25" "psd" 1999-04-10 0 18 7 3 3
"97" "25" "psd" 1999-04-17 0 25 7 0 0
"97" "25" "psd" 1999-04-24 0 32 7 0 0
"97" "25" "psd" 1999-05-02 0 40 8 0 0
"97" "25" "psd" 1999-05-09 0 47 7 0 0
"97" "25" "psd" 1999-05-16 0 54 7 0 0
"97" "25" "psd" 1999-05-23 0 61 7 0 0
"97" "25" "psd" 1999-05-30 0 68 7 0 0
"97" "25" "psd" 1999-06-06 0 75 7 0 0
"97" "25" "psd" 1999-06-12 0 81 6 0 0
"97" "25" "psd" 1999-06-19 0 88 7 0 0
"97" "25" "psd" 1999-06-26 0 95 7 0 0
"97" "25" "psd" 1999-07-04 0 103 8 0 0
"97" "25" "psd" 1999-07-10 0 109 6 0 0
"97" "25" "psd" 1999-07-17 0 116 7 0 0
"97" "25" "psd" 1999-07-24 0 123 7 0 0
"97" "25" "psd" 1999-07-31 0 130 7 0 0
"97" "25" "psd" 1999-08-07 0 137 7 0 0
"97" "25" "psd" 1999-08-14 0 144 7 0 0
"97" "25" "psd" 1999-08-21 0 151 7 0 0
"97" "25" "psd" 1999-08-29 0 159 8 0 0
"97" "25" "psd" 1999-09-04 0 165 6 0 0
"97" "25" "psd" 1999-09-14 0 175 10 0 0
"97" "25" "psd" 1999-09-18 0 179 4 0 0
